ID	Value
HED10061	[[নৈসর্গিক\JJ উপাদানের\N_NN]]_NP [[প্রতীক\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[প্রতিবিম্ব\N_NN রূপে\N_NN]]_RBP [[প্রয়োগ\N_NN]]_NP [[তাঁর\PR_PRP কাব্যের\N_NN বিশেষত্ব\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10062	[[উত্তরাখন্ডের\N_NNP আলমোড়া\N_NNP জেলার\N_NN কৌসানী\N_NNP নামক\N_NN গ্রামে\N_NN]]_NP [[২০শে\QT_QTC মে\N_NNP]]_NP [[হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10063	[[জন্মের\N_NN ছয়\QT_QTC ঘন্টা\N_NN বাদেই\PSP]]_NP [[তাঁর\PR_PRP মা\N_NN]]_NP [[মারা\V_VM_VNG যান।\V_VM_VF]]_VGF [[তাঁকে\PR_PRP]]_NP [[তাঁর\PR_PRP দিদিমা\N_NN]]_NP [[পালন\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10064	[[বাচ্চার\N_NN নাম\N_NN]]_NP [[রাখা\V_VM_VNG হয়\V_VAUX]]_VGF [[গুসাই\N_NNP দত্ত\N_NNP]]_VGF [[।\RD_PUNC]]_BLK
HED10065	[[তিনি\PR_PRL]]_NP [[সাত\QT_QTC ভাই-বোনের\N_NN মধ্যে\PSP]]_NP [[সবচেয়ে\RP_INTF ছোট\JJ]]_JJP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10066	[[গুসাই\N_NNP দত্তের\N_NNP]]_NP [[প্রাথমিক\JJ শিক্ষা-দীক্ষা\RD_ECH হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10067	[[তিনি\PR_PRL]]_NP [[নিজের\PR_PRF নামটা\N_NN]]_NP [[পছন্দ\N_NN করতেন\V_VM_VF না\RP_NEG]]_VGF [[,\RD_PUNC]]_BLK [[সেই\PR_PRL জন্য\PSP]]_NP [[তিনি\PR_PRL]]_NP [[নিজের\PR_PRF নাম\N_NN]]_NP [[রাখেন\V_VM_VF]]_VGF [[সুমিত্রানন্দন\N_NNP পন্ত\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10068	[[এখানে\RB]]_RBP [[মোর\N_NNP কলেজে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[উচ্চমাধ্যমিকে\N_NN]]_NP [[ভর্তি\N_NN হন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10069	[[১৯২১\QT_QTC সালে\N_NN]]_NP [[মহাত্মা\N_NNP গান্ধীর\N_NNP আহ্বানে\N_NN অসহযোগ\N_NN আন্দোলনে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[কলেজ\N_NN ছেড়ে\V_VM_VNF দেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[বাড়িতেই\N_NN]]_NP [[হিন্দী\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[সংস্কৃত\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[বাংলা\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[ইংরেজী\N_NNP]]_NP [[অধ্যায়ন\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10070	[[এলাহাবাদে\N_NNP অফিসের\N_NN পাশে\PSP থাকা\V_VM_VNG প্রাকৃতিক\JJ সৌন্দর্যে\JJ ভরা\V_VM_VNG একটা\QT_QTC সরকারী\JJ বাংলোয়\N_NN থেকে\V_VM_VNF]]_VGNF [[উনি\PR_PRP]]_NP [[হিন্দী\N_NNP সাহিত্যের\N_NN ঐতিহাসিক\JJ পরিচর্যা\N_NN করেছেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10071	[[ছোটবেলা\N_NN থেকেই\PSP]]_NP [[সুমিত্রানন্দন\N_NNP পন্ত\N_NNP]]_NP [[কবিতা\N_NN লেখা\V_VM_VNG]]_VGNN [[শুরু\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10072	[[১৯২৬-২৭\QT_QTC]]_NP [[তাঁর\PR_PRP প্রথম\QT_QTO কবিতার\N_NN সংকলন\N_NN]]_NP [[‘\RD_PUNC পল্লব\N_NNP ’\RD_PUNC নামে\N_NN]]_NP [[প্রকাশিত\JJ হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10073	[[কিছু\QT_QTF সময়\N_NN পরে\PSP]]_NP [[নিজের\PR_PRF ভাই\N_NN দেবীদত্তের\N_NNP সাথে\PSP]]_NP [[আলমোড়া\N_NNP চলে\V_VM_VNF আসেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10074	[[এই\DM_DMD সময়\N_NN]]_NP [[মার্কস\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[ফ্রয়েডের\N_NNP]]_NP [[চিন্তাধারার\N_NN দ্বারা\PSP]]_NP [[প্রভাবিত\JJ]]_JJP [[হন\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10075	[[১৯৩৮\QT_QTC সালে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[‘\RD_PUNC রুপাথ\N_NNP ’\RD_PUNC নামক\N_NN একটি\QT_QTC প্রগতিশীল\JJ পত্রিকা\N_NN]]_NP [[প্রকাশ\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10076	[[শামশের\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[রঘুপতি\N_NNP সহায়দের\N_NNP]]_NP [[সঙ্গে\PSP]]_BLK [[তিনি\PR_PRL]]_NP [[প্রগতিশীল\JJ লেখক\N_NN সংঘের\N_NN সাথে\PSP]]_NP [[যুক্ত\N_NN ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10077	[[১৯৫৫-১৯৬২\QT_QTC সাল\N_NN পর্যন্ত\PSP]]_NP [[আকাশবাণীতে\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[মুখ্য-প্রযোজক\JJ পদে\N_NN]]_NP [[কাজ\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10078	[[কাব্য\N_NN জগতে\N_NN]]_NP [[এক\QT_QTC নতুন\JJ মাত্রা\N_NN দিয়েছেন\V_VM_VF]]_VGF [[সুমিত্রানন্দন\N_NNP পন্ত\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10079	[[তাঁর\PR_PRP চিন্তাধারা\N_NN]]_NP [[ঋষি\N_NNP অরবিন্দের\N_NNP দ্বারা\PSP]]_NP [[প্রভাবিত\JJ হয়েছিলেন\V_VAUX]]_VGF [[যা\PR_PRL পরে\PSP]]_NP [[তাঁর\PR_PRP রচনায়\N_NN]]_NP [[বোঝা\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10080	[[এইভাবে\RB]]_RBP [[তাঁর\PR_PRP কবিতায়\N_NN]]_NP [[আধ্যাত্মিক\JJ]]_JJP [[,\RD_PUNC]]_CCP [[সামাজিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[রাজনৈতিক\JJ]]_JJP [[দিকগুলি\N_NN]]_NP [[স্পষ্ট\N_NN বোঝা\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10081	[[১৯০৭\QT_QTC সাল\N_NN থেকে\PSP ১৯১৮\QT_QTC সাল\N_NN পর্যন্ত\PSP সময়কে\N_NN]]_NP [[কবি\N_NN নিজে\PR_PRF]]_NP [[তাঁর\PR_PRP কবি-জীবনের\N_NN প্রথম\QT_QTO পর্যায়\N_NN বলে\V_VM_VNF মনে\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10082	[[এই\DM_DMD সময়ের\N_NN কবিতাগুলি\N_NN]]_NP [[“বীণা”তে\N_NNP]]_NP [[সংকলন\N_NN করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10083	[[১৯২২\QT_QTC সালে\N_NN “\N_NN উচ্ছাস\N_NNP ”\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[১৯২৮\QT_QTC সালে\N_NN “\N_NN পল্লব\N_NNP ”\N_NN]]_NP [[প্রকাশিত\JJ হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10084	[[জীবত্কালে\RB]]_RBP [[তাঁর\PR_PRP ২৮টি\QT_QTC বই\N_NN]]_NP [[প্রকাশিত\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[,\RD_PUNC যাতে\CC_CCS]]_CCP [[কবিতা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[পদ্য-নাটক\N_NN]]_NP [[,\RD_PUNC]]_CCP [[এবং\CC_CCD]]_CCP [[প্রবন্ধ\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10085	[[শ্রী\N_NN সুমিত্রানন্দন\N_NNP পন্ত\N_NNP]]_NP [[নিজের\PR_PRF বিস্তৃত\JJ সাহিত্যে\N_NN]]_NP [[একজন\QT_QTC]]_NP [[বিচারক\N_NN]]_NP [[,\RD_PUNC]]_CCP [[দার্শনিক\JJ]]_NP [[আর\CC_CCD]]_CCP [[মানবতাবাদী\JJ]]_NP [[রুপে\N_NN]]_RBP [[সামনে\N_NN আসেন\V_VM_VF]]_VGF [[কিন্তু\CC_CCS]]_CCP [[ওনার\PR_PRP সবথেকে\RP_INTF শৈল্পিক\JJ কবিতাগুলি\N_NN]]_NP [[‘পল্লব’এ\N_NNP]]_NP [[সংকলিত\JJ]]_JJP [[,\RD_PUNC]]_BLK [[যেগুলি\PR_PRL]]_BLK [[১৯১৮\QT_QTC থেকে\PSP ১৯২৫\QT_QTC পর্যন্ত\PSP লেখা\V_VM_VNG]]_NP [[৩২টি\QT_QTC কবিতার\N_NN সংগ্রহ\N_NN]]_VGF [[৷\RD_PUNC]]_BLK
HED10086	[[তাঁর\PR_PRP সম্পূ্র্ণ\JJ সাহিত্য\N_NN ‘সত্যম\N_NNP শিবম\N_NNP সুন্দরম’এর\N_NNP আর্দশে\N_NN প্রভাবিত\JJ হয়েও\V_VAUX]]_VGNF [[সময়ের\N_NN সাথে\PSP]]_NP [[নিরন্তর\N_NN]]_RBP [[বদলেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10087	[[তাঁর\PR_PRP শেষের\N_NN দিকের\N_NN কবিতাগুলি\N_NN]]_NP [[অরবিন্দের\N_NNP দর্শন\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[মানব\N_NN কল্যাণের\N_NN ভাবনার\N_NN]]_NP [[সাথে\PSP]]_BLK [[সর্বাঙ্গীণভাবে\RB]]_RBP [[জড়িত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10088	[[পন্ত\N_NNP]]_NP [[রক্ষণশীল\JJ সমালোচক\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[প্রগতিবাদী\JJ]]_NP [[ও\CC_CCD]]_CCP [[প্রয়োগবাদী\JJ]]_JJP [[সমালোচকদের\N_NN সামনে\N_NN]]_NP [[কখনো\RB]]_RBP [[মাথা\N_NN নত\N_NN করেননি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10089	[[তিনি\PR_PRL]]_NP [[নিজের\PR_PRF কবিতায়\N_NN]]_NP [[পূর্ববর্তী\JJ চিন্তাধারাকে\N_NN]]_NP [[অস্বীকার\N_NN করেননি\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10090	[[তিনি\PR_PRL]]_NP [[নিজের\PR_PRF ওপর\PSP চাপিয়ে\V_VM_VNF দেওয়া\V_VM_VNG অভিযোগগুলিকে\N_NN]]_NP [[‘\RD_PUNC নম্র\N_NNP অবজ্ঞা\N_NNP ’\RD_PUNC কবিতার\N_NN মাধ্যমে\PSP]]_NP [[প্রত্যাখান\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10091	[[উনি\PR_PRP বলতেন\V_VM_VF]]_VGF [[কোকিল\N_NNP]]_NP [[শ্বাশত\JJ বাণী\N_NN শোনায়\V_VM_VNG]]_VGF [[,\RD_PUNC]]_CCP [[মানুষের\N_NN পরিচয়\N_NN]]_NP [[মানবিকতা\JJ]]_NP [[৷\RD_PUNC]]_BLK
HED10092	[[হিন্দী\N_NNP সাহিত্যের\N_NN নিরন্তর\N_NN সেবার\N_NN জন্য\PSP]]_NP [[তাঁকে\PR_PRP]]_BLK [[পদ্মভূষণ\N_NNP (\RD_SYM ১৯৬১\QT_QTC )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[জ্ঞানপীঠ\N_NNP (\RD_SYM ১৯৬৮\QT_QTC )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[সাহিত্য\N_NNP অকাদেমী\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[সোভিয়েত\N_NNP ল্যান্ড\N_NNP নেহরুর\N_NNP]]_NP [[মতন\RP_RPD উচ্চ\JJ শ্রেণীর\N_NN সম্মানে\N_NN]]_NP [[সম্মানিত\JJ করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10093	[[অর্ধ\JJ শতাব্দীরও\N_NN বেশি\JJ সময়\N_NN ধরে\V_VM_VNF]]_NP [[তাঁর\PR_PRP রচনার\N_NN কাজে\N_NN]]_NP [[অধুনিক\JJ হিন্দী\N_NNP কবিতার\N_NN এক\QT_QTC সম্পূর্ণ\JJ যুগ\N_NN]]_NP [[সমাহিত\JJ]]_JJP [[হয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10094	[[আলমোড়ার\N_NNP কাছে\PSP উত্তরাখন্ডে\N_NNP কুমায়ুনের\N_NNP পাহাড়ে\N_NN অবস্থিত\JJ কৌসানীতে\N_NNP]]_NP [[,\RD_PUNC]]_BLK [[যেখানে\PR_PRL]]_RBP [[তাঁর\PR_PRP ছোটবেলা\N_NN]]_NP [[কেটেছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_CCP [[তাঁর\N_NNP]]_NP [[সেখানকার\PR_PRL]]_RBP [[বাড়িতে\N_NN]]_NP [[এখন\RB]]_RBP [[‘\RD_PUNC সুমিত্রানন্দন\N_NNP পন্ত\N_NNP সাহিত্যিক\N_NNP বীথিকা\N_NNP ’\RD_PUNC নামক\N_NN সংগ্রহশালা\N_NN]]_NP [[গড়ে\V_VM_VNF তোলা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10095	[[সংগ্রহশালায়\N_NN]]_NP [[তাঁর\PR_PRP পাওয়া\V_VM_VNG জ্ঞানপীঠ\N_NNP পুরস্কারের\N_NN শংসাপত্র\N_NN]]_NP [[,\RD_PUNC]]_BLK [[হিন্দী\N_NNP সাহিত্য\N_NNP সংস্থানের\N_NNP দেওয়া\V_VM_VNG সাহিত্য\N_NN বাচস্পতির\N_NN শংসাপত্রও\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10096	[[সাথে\PSP]]_NP [[তাঁর\N_NN রচনাগুলি\N_NN]]_NP [[যেমন\RP_RPD]]_RBP [[লোকয়তন\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[আস্থা\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[রূপম\N_NNP]]_NP [[ইত্যাদি\RP_RPD]]_BLK [[কবিতা\N_NN সংকলনের\N_NN পান্ডুলিপিও\N_NN]]_NP [[সুরক্ষিত\JJ করে\V_VM_VNF রাখা\V_VM_VNG আছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10097	[[কালাকাঙ্করের\N_NNV]]_NP [[কুমার\N_NNP সুরেশ\N_NNP সিংহ\N_NNP]]_NP [[আর\CC_CCD]]_CCP [[হরিবংশ\N_NNP রাই\N_NNP বচ্চনের\N_NNP]]_NP [[সাথে\PSP]]_BLK [[যে\RP_RPD]]_CCP [[চিঠির\N_NN আদান-প্রদান\RD_ECH হয়েছে\V_VAUX]]_VGF [[তার\PR_PRL প্রতিলিপিও\N_NN]]_NP [[এখানে\RB]]_RBP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10098	[[সংগ্রহশালায়\N_NN]]_NP [[তাঁর\PR_PRP স্মৃতিতে\N_NN]]_NP [[প্রত্যেক\JJ বছর\N_NN]]_NP [[পন্ত\N_NNP বক্তৃতার\N_NN]]_NP [[আয়োজন\N_NN করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10099	[[এখান\RB থেকে\PSP]]_NP [[“\RD_PUNC সুমিত্রানন্দন\N_NNP পন্ত\N_NNP ব্যক্তিত্ব\N_NNP এবং\N_NNP কৃতিত্ব\N_NNP ”\N_NN নামক\N_NN একটি\QT_QTC বইও\N_NN]]_NP [[প্রকাশ\N_NN করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10100	[[সুভদ্রা\N_NNP কুমারী\N_NNP চৌহানকে\N_NNP]]_NP [[হিন্দি\N_NNP ভাষার\N_NN একজন\QT_QTC মহান\JJ প্রতিভাবান\JJ কবি\N_NN]]_NP [[হিসেবে\RP_RPD]]_RBP [[গণ্য\JJ করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10101	[[তিনি\PR_PRL]]_NP [[দেশ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সমাজ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[জনজীবন\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[রাষ্ট্র\N_NN]]_NP [[সম্পর্কিত\JJ নিজের\PR_PRF ভাবনাগুলিকে\N_NN]]_NP [[সহজভাবে\RB]]_RBP [[তুলে\V_VM_VNF ধরেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10102	[[ছোটবেলা\N_NN থেকেই\PSP]]_NP [[তিনি\PR_PRL]]_NP [[কবিতা\N_NN লিখতে\V_VM_VINF শুরু\N_NN করেছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10103	[[তাঁর\PR_PRL লেখা\V_VM_VNG]]_NP [[জাতীয়\JJ চেতনায়\N_NN]]_NP [[পরিপূর্ণ\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10104	[[তাঁর\PR_PRL কবিতার\N_NN কেন্দ্রে\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[দেশপ্রেম\N_NN]]_NP [[,\RD_PUNC]]_CCP [[জাতীয়তাবাদ\N_NN]]_NP [[ছাড়া\PSP]]_BLK [[সমাজের\N_NN সহজ\JJ জীবনের\N_NN প্রসঙ্গ\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10105	[[সুভদ্রা\N_NNP কুমারী\N_NNP]]_NP [[একজন\QT_QTC সম্ভ্রান্ত\JJ পরিবারের\N_NN মহিলা\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10106	[[জাতীয়\JJ চেতনার\N_NN একজন\QT_QTC সক্রিয়\JJ কবি\N_NN ছিলেন\V_VAUX]]_VGF [[,\RD_PUNC কিন্তু\CC_CCS]]_CCP [[বহুবার\QT_QTF]]_RBP [[কারাগারের\N_NN যন্ত্রণা\N_NN]]_NP [[সহ্য\N_NN করার\V_VM_VNG পরে\PSP]]_NP [[তিনি\PR_PRL]]_NP [[নিজের\PR_PRF অনুভূতিগুলিকে\N_NN]]_NP [[গল্পেও\N_NN ব্যক্ত\JJ করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10107	[[তাঁর\PR_PRL পারিবারিক\JJ জীবন\N_NN]]_NP [[সুখী\N_NN]]_JJP [[এবং\CC_CCD]]_CCP [[সমৃদ্ধ\N_NN]]_JJP [[ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10108	[[তাঁর\PR_PRL]]_NP [[,\RD_PUNC]]_CCP [[চার\QT_QTC বোন\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[দুই\QT_QTC ভাই\N_NN]]_NP [[ছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10109	[[তাঁর\PR_PRL বাবা\N_NN ঠাকুর\N_NNP রামনাথ\N_NNP সিং\N_NNP]]_NP [[একজন\QT_QTC শিক্ষাপ্রেমী\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[তাঁকে\PR_PRL দেখাদেখি\N_NN]]_NP [[তাঁর\PR_PRL]]_NP [[প্রাথমিক\JJ শিক্ষা\N_NN]]_NP [[শুরু\N_NN হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10110	[[১৯১৯\QT_QTC সালে\N_NN]]_NP [[খন্ডোয়ার\N_NNP ঠাকুর\N_NNP লক্ষণ\N_NNP সিং-এর\N_NNP সাথে\PSP বিয়ের\N_NN পরে\PSP]]_NP [[তিনি\PR_PRL]]_NP [[জবলপুর\N_NNP চলে\V_VM_VNF আসেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10111	[[তিনি\PR_PRL প্রথম\QT_QTO মহিলা\N_NN]]_NP [[যিনি\PR_PRL]]_NP [[১৯২১\QT_QTC সালে\N_NN গান্ধীজীর\N_NNP অসহযোগ\N_NN আন্দোলনে\N_NN]]_NP [[অংশগ্রহণ\N_NN করেছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10112	[[সুভদ্রা\N_NNP কুমারী\N_NNP চৌহানের\N_NNP জীবনী\N_NN]]_NP [[,\RD_PUNC]]_BLK [[তাঁর\PR_PRL মেয়ে\N_NN ,\RD_PUNC সুধা\N_NNP চৌহান\N_NNP]]_NP [[‘মিলা\N_NNP তেজ\N_NNP সে\N_NNP তেজ’\N_NNP নামক\N_NN বইতে\N_NN]]_NP [[লিখেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10113	[[এলাহাবাদের\N_NNP হংস\N_NNP প্রকাশন\N_NN]]_NP [[এটি\PR_PRL প্রকাশ\N_NN করেছিল\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10114	[[তিনি\PR_PRL]]_NP [[একজন\QT_QTC লেখক\N_NN হওয়ার\V_VM_VNG]]_VGNN [[সাথে-সাথে\CC_CCS]]_RBP [[স্বাধীনতা\N_NN সংগ্রামের\N_NN সৈনিকও\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10115	[[ডাঃ\JJ মঙ্গলা\N_NNP অনুজার\N_NNP বই\N_NN]]_NP [[সুভদ্রা\N_NNP কুমারী\N_NNP চৌহান\N_NNP]]_NP [[তাঁর\PR_PRL]]_NP [[সাহিত্যিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[তিনি\PR_PRL]]_NP [[স্বাধীনতা\N_NN সংগ্রামের\N_NN উপর\PSP]]_NP [[আলোকপাত\N_NN করেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10116	[[তার\PR_PRL সাথে\PSP]]_NP [[স্বাধীনতা\N_NN আন্দোলনে\N_NN]]_NP [[তাঁর\PR_PRP কবিতার\N_NN মাধ্যমে\PSP]]_NP [[নেতৃত্বের\N_NN উপরও\PSP]]_NP [[জোর\N_NN দেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10117	[[১৯৪৮\QT_QTC সালের\N_NN ১৫ই\QT_QTO ফেব্রুয়ারি\N_NNP]]_NP [[একটি\QT_QTC গাড়ি\N_NN দুর্ঘটনায়\N_NN]]_NP [[তাঁর\PR_PRL মৃত্যু\N_NN ঘটে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10118	[[সক্ষম\JJ মহিলা\N_NN কবি\N_NN হওয়া\V_VM_VNG ছাড়া\PSP]]_NP [[সুভদ্রা\N_NNP কুমারী\N_NNP চৌহান\N_NNP]]_NP [[সফল\JJ কাহিনীকারও\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[আর\CC_CCD]]_CCP [[উনি\PR_PRP]]_BLK [[রোমাঞ্চকর\JJ রচনা\N_NN বিখরে\N_NNP মোতি\N_NNP]]_NP [[ওনার\PR_PRL প্রথম\QT_QTO কাহিনী\N_NN সংগ্রহ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10119	[[১৯৩৪\QT_QTC সালে\N_NN]]_NP [[‘\RD_PUNC উন্মাদিনী\N_NNP ’\RD_PUNC নামে\N_NN তাঁর\PR_PRL দ্বিতীয়\QT_QTO গল্প\N_NN সমগ্র\N_NN]]_NP [[প্রকাশিত\JJ]]_JJP [[হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10120	[[পারিবারিক\JJ সামাজিক\JJ প্রেক্ষাপট\N_NN]]_NP [[এই\PR_PRL সকল\QT_QTF গল্পের\N_NN মূল\JJ বিষয়বস্তু\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10121	[[সুভদ্রা\N_NNP কুমারী\N_NNP ভদ্রের\N_NNP]]_NP [[তৃতীয়\QT_QTO]]_JJP [[এবং\CC_CCD]]_CCP [[শেষ\JJ]]_JJP [[গল্প\N_NN সমগ্র\N_NN]]_NP [[হল\V_VAUX]]_VGF [[সীধে-সাধে\N_NNP চিত্র\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10122	[[এতে\PR_PRL]]_NP [[মোট\N_NN ১৪টি\QT_QTC গল্প\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
